id	vocab_id	sentence
2050	244	She always lends carefully.
2051	244	He lent without hesitation.
2052	244	I have lent before.
2053	244	They will lend again.
2054	245	I let every day.
2055	245	She let yesterday.
2056	245	They have let already.
2057	245	He usually lets at work.
2058	245	I let it last night.
2059	245	We have let many times.
2060	245	She always lets carefully.
2061	245	He let without hesitation.
2062	245	I have let before.
2063	245	They will let again.
2064	246	I lie every day.
2065	246	She lay yesterday.
2066	246	They have lain already.
2067	246	He usually lies at work.
2068	246	I lay it last night.
2069	246	We have lain many times.
2070	246	She always lies carefully.
2071	246	He lay without hesitation.
2072	246	I have lain before.
2073	246	They will lie again.
2074	247	I lose every day.
2075	247	She lost yesterday.
2076	247	They have lost already.
2077	247	He usually loses at work.
2078	247	I lost it last night.
2079	247	We have lost many times.
2080	247	She always loses carefully.
2081	247	He lost without hesitation.
2082	247	I have lost before.
2083	247	They will lose again.
2084	248	I mean every day.
2085	248	She meant yesterday.
2086	248	They have meant already.
2087	248	He usually means at work.
2088	248	I meant it last night.
2089	248	We have meant many times.
2090	248	She always means carefully.
2091	248	He meant without hesitation.
2092	248	I have meant before.
2093	248	They will mean again.
2094	249	I meet every day.
2095	249	She met yesterday.
2096	249	They have met already.
2097	249	He usually meets at work.
2098	249	I met it last night.
2099	249	We have met many times.
2100	249	She always meets carefully.
2101	249	He met without hesitation.
2102	249	I have met before.
2103	249	They will meet again.
2104	250	I pay every day.
2105	250	She paid yesterday.
2106	250	They have paid already.
2107	250	He usually pays at work.
2108	250	I paid it last night.
2109	250	We have paid many times.
2110	250	She always pays carefully.
2111	250	He paid without hesitation.
2112	250	I have paid before.
2113	250	They will pay again.
2114	251	I prove every day.
2115	251	She proved yesterday.
2116	251	They have proven already.
2117	251	He usually proves at work.
2118	251	I proved it last night.
2119	251	We have proven many times.
2120	251	She always proves carefully.
2121	251	He proved without hesitation.
2122	251	I have proven before.
2123	251	They will prove again.
2124	252	I read every day.
2125	252	She read yesterday.
2126	252	They have read already.
2127	252	He usually reads at work.
2128	252	I read it last night.
2129	252	We have read many times.
2130	252	She always reads carefully.
2131	252	He read without hesitation.
2132	252	I have read before.
2133	252	They will read again.
2134	253	I ride every day.
2135	253	She rode yesterday.
2136	253	They have ridden already.
2137	253	He usually rides at work.
2138	253	I rode it last night.
2139	253	We have ridden many times.
2140	253	She always rides carefully.
2141	253	He rode without hesitation.
2142	253	I have ridden before.
2143	253	They will ride again.
2144	254	I ring every day.
2145	254	She rang yesterday.
2146	254	They have rung already.
2147	254	He usually rings at work.
2148	254	I rang it last night.
2149	254	We have rung many times.
2150	254	She always rings carefully.
2151	254	He rang without hesitation.
2152	254	I have rung before.
2153	254	They will ring again.
2154	255	I rise every day.
2155	255	She rose yesterday.
2156	255	They have risen already.
2157	255	He usually rises at work.
2158	255	I rose it last night.
2159	255	We have risen many times.
2160	255	She always rises carefully.
2161	255	He rose without hesitation.
2162	255	I have risen before.
2163	255	They will rise again.
2164	256	I run every day.
2165	256	She ran yesterday.
2166	256	They have run already.
2167	256	He usually runs at work.
2168	256	I ran it last night.
2169	256	We have run many times.
2170	256	She always runs carefully.
2171	256	He ran without hesitation.
2172	256	I have run before.
2173	256	They will run again.
2174	257	I seek every day.
2175	257	She sought yesterday.
2176	257	They have sought already.
2177	257	He usually seeks at work.
2178	257	I sought it last night.
2179	257	We have sought many times.
2180	257	She always seeks carefully.
2181	257	He sought without hesitation.
2182	257	I have sought before.
2183	257	They will seek again.
2184	258	I sell every day.
2185	258	She sold yesterday.
2186	258	They have sold already.
2187	258	He usually sells at work.
2188	258	I sold it last night.
2189	258	We have sold many times.
2190	258	She always sells carefully.
2191	258	He sold without hesitation.
2192	258	I have sold before.
2193	258	They will sell again.
2194	259	I send every day.
2195	259	She sent yesterday.
2196	259	They have sent already.
2197	259	He usually sends at work.
2198	259	I sent it last night.
2199	259	We have sent many times.
2200	259	She always sends carefully.
2201	259	He sent without hesitation.
2202	259	I have sent before.
2203	259	They will send again.
2204	260	I set every day.
2205	260	She set yesterday.
2206	260	They have set already.
2207	260	He usually sets at work.
2208	260	I set it last night.
2209	260	We have set many times.
2210	260	She always sets carefully.
2211	260	He set without hesitation.
2212	260	I have set before.
2213	260	They will set again.
2214	261	I shake every day.
2215	261	She shook yesterday.
2216	261	They have shaken already.
2217	261	He usually shakes at work.
2218	261	I shook it last night.
2219	261	We have shaken many times.
2220	261	She always shakes carefully.
2221	261	He shook without hesitation.
2222	261	I have shaken before.
2223	261	They will shake again.
2224	262	I shine every day.
2225	262	She shone yesterday.
2226	262	They have shone already.
2227	262	He usually shines at work.
2228	262	I shone it last night.
2229	262	We have shone many times.
2230	262	She always shines carefully.
2231	262	He shone without hesitation.
2232	262	I have shone before.
2233	262	They will shine again.
2234	263	I shoot every day.
2235	263	She shot yesterday.
2236	263	They have shot already.
2237	263	He usually shoots at work.
2238	263	I shot it last night.
2239	263	We have shot many times.
2240	263	She always shoots carefully.
2241	263	He shot without hesitation.
2242	263	I have shot before.
2243	263	They will shoot again.
2244	264	I show every day.
2245	264	She showed yesterday.
2246	264	They have shown already.
2247	264	He usually shows at work.
2248	264	I showed it last night.
2249	264	We have shown many times.
2250	264	She always shows carefully.
2251	264	He showed without hesitation.
2252	264	I have shown before.
2253	264	They will show again.
2254	265	I shrink every day.
2255	265	She shrank yesterday.
2256	265	They have shrunk already.
2257	265	He usually shrinks at work.
2258	265	I shrank it last night.
2259	265	We have shrunk many times.
2260	265	She always shrinks carefully.
2261	265	He shrank without hesitation.
2262	265	I have shrunk before.
2263	265	They will shrink again.
2264	266	I shut every day.
2265	266	She shut yesterday.
2266	266	They have shut already.
2267	266	He usually shuts at work.
2268	266	I shut it last night.
2269	266	We have shut many times.
2270	266	She always shuts carefully.
2271	266	He shut without hesitation.
2272	266	I have shut before.
2273	266	They will shut again.
2274	267	I sing every day.
2275	267	She sang yesterday.
2276	267	They have sung already.
2277	267	He usually sings at work.
2278	267	I sang it last night.
2279	267	We have sung many times.
2280	267	She always sings carefully.
2281	267	He sang without hesitation.
2282	267	I have sung before.
2283	267	They will sing again.
2284	268	I sink every day.
2285	268	She sank yesterday.
2286	268	They have sunk already.
2287	268	He usually sinks at work.
2288	268	I sank it last night.
2289	268	We have sunk many times.
2290	268	She always sinks carefully.
2291	268	He sank without hesitation.
2292	268	I have sunk before.
2293	268	They will sink again.
2294	269	I sit every day.
2295	269	She sat yesterday.
2296	269	They have sat already.
2297	269	He usually sits at work.
2298	269	I sat it last night.
2299	269	We have sat many times.
2300	269	She always sits carefully.
2301	269	He sat without hesitation.
2302	269	I have sat before.
2303	269	They will sit again.
2304	270	I sleep every day.
2305	270	She slept yesterday.
2306	270	They have slept already.
2307	270	He usually sleeps at work.
2308	270	I slept it last night.
2309	270	We have slept many times.
2310	270	She always sleeps carefully.
2311	270	He slept without hesitation.
2312	270	I have slept before.
2313	270	They will sleep again.
2314	271	I slide every day.
2315	271	She slid yesterday.
2316	271	They have slid already.
2317	271	He usually slides at work.
2318	271	I slid it last night.
2319	271	We have slid many times.
2320	271	She always slides carefully.
2321	271	He slid without hesitation.
2322	271	I have slid before.
2323	271	They will slide again.
2324	272	I speak every day.
2325	272	She spoke yesterday.
2326	272	They have spoken already.
2327	272	He usually speaks at work.
2328	272	I spoke it last night.
2329	272	We have spoken many times.
2330	272	She always speaks carefully.
2331	272	He spoke without hesitation.
2332	272	I have spoken before.
2333	272	They will speak again.
2334	273	I spend every day.
2335	273	She spent yesterday.
2336	273	They have spent already.
2337	273	He usually spends at work.
2338	273	I spent it last night.
2339	273	We have spent many times.
2340	273	She always spends carefully.
2341	273	He spent without hesitation.
2342	273	I have spent before.
2343	273	They will spend again.
2344	274	I spin every day.
2345	274	She spun yesterday.
2346	274	They have spun already.
2347	274	He usually spins at work.
2348	274	I spun it last night.
2349	274	We have spun many times.
2350	274	She always spins carefully.
2351	274	He spun without hesitation.
2352	274	I have spun before.
2353	274	They will spin again.
2354	275	I stand every day.
2355	275	She stood yesterday.
2356	275	They have stood already.
2357	275	He usually stands at work.
2358	275	I stood it last night.
2359	275	We have stood many times.
2360	275	She always stands carefully.
2361	275	He stood without hesitation.
2362	275	I have stood before.
2363	275	They will stand again.
2364	276	I stick every day.
2365	276	She stuck yesterday.
2366	276	They have stuck already.
2367	276	He usually sticks at work.
2368	276	I stuck it last night.
2369	276	We have stuck many times.
2370	276	She always sticks carefully.
2371	276	He stuck without hesitation.
2372	276	I have stuck before.
2373	276	They will stick again.
2374	277	I sting every day.
2375	277	She stung yesterday.
2376	277	They have stung already.
2377	277	He usually stings at work.
2378	277	I stung it last night.
2379	277	We have stung many times.
2380	277	She always stings carefully.
2381	277	He stung without hesitation.
2382	277	I have stung before.
2383	277	They will sting again.
2384	278	I strike every day.
2385	278	She struck yesterday.
2386	278	They have struck already.
2387	278	He usually strikes at work.
2388	278	I struck it last night.
2389	278	We have struck many times.
2390	278	She always strikes carefully.
2391	278	He struck without hesitation.
2392	278	I have struck before.
2393	278	They will strike again.
2394	158	I swear every day.
2396	158	She swore yesterday.
2398	158	They have sworn already.
2400	158	He usually swears at work.
2402	158	I swore it last night.
2404	158	We have sworn many times.
2406	158	She always swears carefully.
2408	158	He swore without hesitation.
2410	158	I have sworn before.
2412	158	They will swear again.
2414	280	I sweep every day.
2415	280	She swept yesterday.
2416	280	They have swept already.
2417	280	He usually sweeps at work.
2418	280	I swept it last night.
2419	280	We have swept many times.
2420	280	She always sweeps carefully.
2421	280	He swept without hesitation.
2422	280	I have swept before.
2423	280	They will sweep again.
2424	281	I swim every day.
2425	281	She swam yesterday.
2426	281	They have swum already.
2427	281	He usually swims at work.
2428	281	I swam it last night.
2429	281	We have swum many times.
2430	281	She always swims carefully.
2431	281	He swam without hesitation.
2432	281	I have swum before.
2433	281	They will swim again.
2434	282	I teach every day.
2435	282	She taught yesterday.
2436	282	They have taught already.
2437	282	He usually teachs at work.
2438	282	I taught it last night.
2439	282	We have taught many times.
2440	282	She always teachs carefully.
2441	282	He taught without hesitation.
2442	282	I have taught before.
2443	282	They will teach again.
2444	283	I tear every day.
2445	283	She tore yesterday.
2446	283	They have torn already.
2447	283	He usually tears at work.
2448	283	I tore it last night.
2449	283	We have torn many times.
2450	283	She always tears carefully.
2451	283	He tore without hesitation.
2452	283	I have torn before.
2453	283	They will tear again.
2454	284	I throw every day.
2455	284	She threw yesterday.
2456	284	They have thrown already.
2457	284	He usually throws at work.
2458	284	I threw it last night.
2459	284	We have thrown many times.
2460	284	She always throws carefully.
2461	284	He threw without hesitation.
2462	284	I have thrown before.
2463	284	They will throw again.
2464	285	I wake every day.
2465	285	She woke yesterday.
2466	285	They have woken already.
2467	285	He usually wakes at work.
2468	285	I woke it last night.
2469	285	We have woken many times.
2470	285	She always wakes carefully.
2471	285	He woke without hesitation.
2472	285	I have woken before.
2473	285	They will wake again.
2474	286	I wear every day.
2475	286	She wore yesterday.
2476	286	They have worn already.
2477	286	He usually wears at work.
2478	286	I wore it last night.
2479	286	We have worn many times.
2480	286	She always wears carefully.
2481	286	He wore without hesitation.
2482	286	I have worn before.
2483	286	They will wear again.
2484	287	I win every day.
2485	287	She won yesterday.
2486	287	They have won already.
2487	287	He usually wins at work.
2488	287	I won it last night.
2489	287	We have won many times.
2490	287	She always wins carefully.
2491	287	He won without hesitation.
2492	287	I have won before.
2493	287	They will win again.
2494	198	I write every day.
2496	198	She wrote yesterday.
2498	198	They have written already.
2500	198	He usually writes at work.
2502	198	I wrote it last night.
2504	198	We have written many times.
2506	198	She always writes carefully.
2508	198	He wrote without hesitation.
2510	198	I have written before.
2512	198	They will write again.
2514	202	I awake early on weekdays.
2515	202	She awoke suddenly at night.
2516	202	They have awoken to the noise.
2517	202	He awakes at six every day.
2518	202	I awoke from a strange dream.
2519	202	We have awoken late before.
2520	202	She awoke feeling scared.
2521	202	He awakes easily.
2522	202	I have awoken refreshed.
2523	202	They awoke to reality.
2524	262	I shine at my job.
2525	262	She shone brightly.
2526	262	They have shone before.
2527	262	He shines under pressure.
2528	262	I shone in the interview.
2529	262	We have shone together.
2530	262	She shines every time.
2531	262	He shone like a star.
2532	262	I have shone in hard times.
2533	262	They shone on stage.
2534	235	I hang my coat here.
2535	235	She hung the picture.
2536	235	They have hung the lights.
2537	235	He hangs his jacket there.
2538	235	I hung the clothes outside.
2539	235	We have hung this before.
2540	235	She hangs the keys by the door.
2541	235	He hung the painting carefully.
2542	235	I have hung everything already.
2543	235	They hung the banner.
2544	289	We run safety drills every month.
2545	289	The coach scheduled extra drills.
2546	289	Fire drills are mandatory.
2547	289	They practiced drills before the test.
2548	289	The team repeated the drills.
2549	289	Emergency drills save lives.
2550	289	She hates repetitive drills.
2551	289	The company conducts drills regularly.
2552	289	Training drills improved performance.
2553	289	The class started with warm-up drills.
2554	290	The project seemed doomed from the start.
2555	290	Without help, the plan was doomed.
2556	290	He felt the mission was doomed.
2557	290	The team thought they were doomed.
2558	290	The old system was doomed to fail.
2559	290	Their chances looked doomed.
2560	290	The relationship felt doomed.
2561	290	The attempt was doomed by errors.
2562	290	The ship was doomed after the damage.
2563	290	Everyone believed it was doomed.
2564	291	The search was fruitless.
2565	291	Their efforts proved fruitless.
2566	291	The meeting was fruitless.
2567	291	Negotiations ended fruitless.
2568	291	Hours of work were fruitless.
2569	291	The investigation was fruitless.
2570	291	The discussion felt fruitless.
2571	291	The attempt was fruitless.
2572	291	Research became fruitless.
2573	291	The argument was fruitless.
2574	292	The street is narrow.
2575	292	He has a narrow view.
2576	292	The path became narrow.
2577	292	The margin was narrow.
2578	292	They escaped by a narrow chance.
2579	292	The bridge is narrow.
2580	292	The room felt narrow.
2581	292	A narrow focus can limit growth.
2582	292	The gap is narrow.
2583	292	The victory was narrow.
2584	293	She is an accomplished professional.
2585	293	He felt accomplished after finishing.
2586	293	The task was accomplished.
2587	293	They accomplished their goals.
2588	293	She is highly accomplished.
2589	293	The mission was accomplished.
2590	293	He became an accomplished writer.
2591	293	Everything was accomplished on time.
2592	293	She looked calm and accomplished.
2593	293	The project was successfully accomplished.
2594	294	The pillow is very soft.
2595	294	She hugged her pillow.
2596	294	I need a new pillow.
2597	294	The pillow supports the neck.
2598	294	He adjusted the pillow.
2599	294	The pillow fell off the bed.
2600	294	This pillow is too high.
2601	294	She sleeps without a pillow.
2602	294	The pillow smells clean.
2603	294	A pillow improves sleep.
2604	295	He ate a bagel for breakfast.
2605	295	The bagel was freshly baked.
2606	295	She ordered a bagel with cheese.
2607	295	I like a toasted bagel.
2608	295	The café sells bagel varieties.
2609	295	He sliced the bagel.
2610	295	The bagel tasted great.
2611	295	She prefers a plain bagel.
2612	295	A bagel pairs well with coffee.
2613	295	The bagel was still warm.
2614	296	The hotel offers a continental breakfast.
2615	296	We had a continental breakfast.
2616	296	The continental breakfast included bread.
2617	296	Guests enjoy the continental breakfast.
2618	296	The continental breakfast was simple.
2619	296	A continental breakfast is light.
2620	296	They serve continental breakfast daily.
2621	296	I chose the continental breakfast.
2622	296	The continental breakfast was included.
2623	296	She prefers continental breakfast.
2624	297	She spread jam on toast.
2625	297	I like strawberry jam.
2626	297	The jar of jam is open.
2627	297	He bought homemade jam.
2628	297	The jam is sweet.
2629	297	Jam goes well with bread.
2630	297	She spilled jam on the table.
2631	297	This jam tastes natural.
2632	297	The jam was delicious.
2633	297	They make jam at home.
2634	298	The waiter brought the menu.
2635	298	The waiter was polite.
2636	298	She called the waiter.
2637	298	The waiter took our order.
2638	298	He works as a waiter.
2639	298	The waiter spilled water.
2640	298	The waiter smiled.
2641	298	They thanked the waiter.
2642	298	The waiter returned quickly.
2643	298	The waiter recommended a dish.
2644	299	The hen laid an egg.
2645	299	The farmer fed the hen.
2646	299	A hen protects her chicks.
2647	299	The hen walked around the yard.
2648	299	They keep a hen at home.
2649	299	The hen clucked loudly.
2650	299	The hen stayed near the coop.
2651	299	The hen looked healthy.
2652	299	A hen can lay eggs daily.
2653	299	The hen ran away.
2654	300	She comes from a wealthy family.
2655	300	He became wealthy through hard work.
2656	300	The area is known for wealthy residents.
2657	300	They are wealthy but humble.
2658	300	A wealthy investor funded the project.
2659	300	Wealthy people often invest early.
2660	300	The country grew wealthy over time.
2661	300	She married a wealthy businessman.
2662	300	The company made him wealthy.
2663	300	Wealthy individuals pay more taxes.
2664	301	The police seized the documents.
2665	301	He seized the opportunity.
2666	301	The assets were seized by authorities.
2667	301	She seized control of the project.
2668	301	The company was seized by the state.
2669	301	They seized illegal goods.
2670	301	He seized the moment.
2671	301	The computer was seized as evidence.
2672	301	She seized the chance to speak.
2673	301	The shipment was seized at customs.
2674	302	The speech was stoking fear.
2675	302	He kept stoking the fire.
2676	302	The news is stoking panic.
2677	302	She is stoking excitement.
2678	302	The comment was stoking anger.
2679	302	They accused him of stoking conflict.
2680	302	The leader was stoking division.
2681	302	The report is stoking concern.
2682	302	He enjoys stoking debate.
2683	302	The media is stoking rumors.
2684	303	Water is the best beverage.
2685	303	She ordered a cold beverage.
2686	303	The beverage menu is long.
2687	303	This beverage contains sugar.
2688	303	He spilled his beverage.
2689	303	They serve hot beverages.
2690	303	The beverage was refreshing.
2691	303	Coffee is a popular beverage.
2692	303	The beverage was included.
2693	303	Choose your favorite beverage.
2694	304	The smell was disgusting.
2695	304	That behavior is disgusting.
2696	304	The food tasted disgusting.
2697	304	He found the mess disgusting.
2698	304	The image was disgusting.
2699	304	This habit is disgusting.
2700	304	The bathroom was disgusting.
2701	304	She called the joke disgusting.
2702	304	The odor is disgusting.
2703	304	They saw something disgusting.
2704	305	The room is a mess.
2705	305	He made a big mess.
2706	305	The kitchen was a mess.
2707	305	Her desk is always a mess.
2708	305	The system is a mess.
2709	305	Clean up this mess.
2710	305	The situation turned into a mess.
2711	305	He left a mess behind.
2712	305	The files are a mess.
2713	305	The project became a mess.
2714	306	The bread is stale.
2715	306	The joke feels stale.
2716	306	The air was stale.
2717	306	The idea became stale.
2718	306	The chips taste stale.
2719	306	The content sounds stale.
2720	306	The smell is stale.
2721	306	The routine feels stale.
2722	306	The bread went stale.
2723	306	The conversation turned stale.
2724	307	The animal is endangered.
2725	307	Many species are endangered.
2726	307	The law protects endangered animals.
2727	307	Endangered species need protection.
2728	307	The habitat shelters endangered birds.
2729	307	Endangered animals face extinction.
2730	307	The project helps endangered wildlife.
2731	307	The forest supports endangered species.
2732	307	Endangered plants are rare.
2733	307	Climate change threatens endangered animals.
2734	308	She is loyal to her friends.
2735	308	He remained loyal to the company.
2736	308	Dogs are loyal animals.
2737	308	A loyal employee is valuable.
2738	308	They stayed loyal during hard times.
2739	308	He is loyal to his principles.
2740	308	Loyal customers returned.
2741	308	She proved loyal over time.
2742	308	The team is loyal to the leader.
2743	308	Loyal support matters.
2744	309	We ordered an appetizer first.
2745	309	The appetizer was delicious.
2746	309	She chose a light appetizer.
2747	309	The menu lists several appetizers.
2748	309	They shared an appetizer.
2749	309	The appetizer arrived quickly.
2750	309	Soup can be an appetizer.
2751	309	The appetizer set the mood.
2752	309	He skipped the appetizer.
2753	309	The appetizer was well prepared.
2754	310	She walked down the aisle.
2755	310	The aisle was crowded.
2756	310	He sat near the aisle.
2757	310	Please keep the aisle clear.
2758	310	The cart blocked the aisle.
2759	310	They stood in the aisle.
2760	310	I prefer an aisle seat.
2761	310	The aisle leads to the exit.
2762	310	Kids ran through the aisle.
2763	310	The aisle was narrow.
2764	311	We have a long layover.
2765	311	The layover lasts two hours.
2766	311	She slept during the layover.
2767	311	The layover was in Miami.
2768	311	They booked a short layover.
2769	311	A layover can be tiring.
2770	311	The layover delayed us.
2771	311	He left the airport during the layover.
2772	311	The layover gave time to eat.
2773	311	The flight includes a layover.
2774	312	My checked luggage was heavy.
2775	312	They lost my checked luggage.
2776	312	I paid for checked luggage.
2777	312	The airline damaged my checked luggage.
2778	312	Checked luggage goes in the cargo hold.
2779	312	She packed liquids in checked luggage.
2780	312	My checked luggage arrived late.
2781	312	He avoids checked luggage.
2782	312	The tag was on my checked luggage.
2783	312	Checked luggage costs extra.
2784	313	The takeoff was smooth.
2785	313	Phones must be off during takeoff.
2786	313	The plane delayed takeoff.
2787	313	He felt nervous at takeoff.
2788	313	Takeoff happened on time.
2789	313	The weather affected takeoff.
2790	313	The engine roared at takeoff.
2791	313	She watched the takeoff.
2792	313	Takeoff requires focus.
2793	313	The pilot announced takeoff.
2794	314	They went to Italy for their honeymoon.
2795	314	The honeymoon lasted two weeks.
2796	314	She planned the honeymoon carefully.
2797	314	The honeymoon was unforgettable.
2798	314	They saved money for the honeymoon.
2799	314	The honeymoon destination was tropical.
2800	314	He shared honeymoon photos.
2801	314	The honeymoon started right after the wedding.
2802	314	They enjoyed a relaxing honeymoon.
2803	314	The honeymoon ended too soon.
2804	315	Her kindness impressed everyone.
2805	315	Small acts of kindness matter.
2806	315	He showed kindness to strangers.
2807	315	Kindness builds trust.
2808	315	They thanked her for her kindness.
2809	315	Kindness can change lives.
2810	315	She values kindness.
2811	315	Kindness costs nothing.
2812	315	He responded with kindness.
2813	315	Kindness creates connection.
2814	316	The ice cream has many flavors.
2815	316	She enjoys strong flavors.
2816	316	The chef mixed flavors well.
2817	316	They tested new flavors.
2818	316	The soup has rich flavors.
2819	316	Flavors vary by region.
2820	316	He prefers mild flavors.
2821	316	The drink combines citrus flavors.
2822	316	Different flavors appeal to people.
2823	316	The menu lists seasonal flavors.
2824	317	I chose tea instead.
2825	317	She stayed home instead.
2826	317	Use this method instead.
2827	317	He called instead of texting.
2828	317	They walked instead.
2829	317	Try a salad instead.
2830	317	She waited instead.
2831	317	He apologized instead.
2832	317	We rested instead.
2833	317	Choose quality instead.
2834	318	Add salad dressing to taste.
2835	318	She prefers olive oil salad dressing.
2836	318	The salad dressing was homemade.
2837	318	I like creamy salad dressing.
2838	318	They bought low-fat salad dressing.
2839	318	The salad dressing was too salty.
2840	318	He poured salad dressing slowly.
2841	318	This salad dressing is fresh.
2842	318	Salad dressing adds flavor.
2843	318	She skipped the salad dressing.
2844	319	He ordered a soft drink.
2845	319	Soft drinks contain sugar.
2846	319	She avoids soft drinks.
2847	319	The soft drink was cold.
2848	319	They sell soft drinks here.
2849	319	A soft drink came with the meal.
2850	319	He spilled his soft drink.
2851	319	Soft drinks are popular.
2852	319	The soft drink was refreshing.
2853	319	Choose any soft drink.
2854	320	I’m glad you came.
2855	320	She was glad to help.
2856	320	He felt glad afterward.
2857	320	They are glad it worked.
2858	320	I’m glad to hear that.
2859	320	She looked glad.
2860	320	He was glad about the news.
2861	320	We’re glad you’re here.
2862	320	I’m glad it’s over.
2863	320	She said she was glad.
2864	321	They plan to roast chicken.
2865	321	The roast smells great.
2866	321	She learned how to roast vegetables.
2867	321	The roast took two hours.
2868	321	He prepared a Sunday roast.
2869	321	Roast the meat slowly.
2870	321	The roast was tender.
2871	321	They served a beef roast.
2872	321	Roast adds deep flavor.
2873	321	She prefers roast coffee.
2874	322	She tried to sweeten the tea.
2875	322	Use honey to sweeten it.
2876	322	He added sugar to sweeten the sauce.
2877	322	Sweeten the deal with a bonus.
2878	322	They sweetened the offer.
2879	322	She doesn’t sweeten her coffee.
2880	322	Add fruit to sweeten naturally.
2881	322	He sweetened the dessert.
2882	322	Sweeten to taste.
2883	322	The recipe tells how to sweeten.
2884	323	She is coming as well.
2885	323	I want dessert as well.
2886	323	He helped as well.
2887	323	They agreed as well.
2888	323	Bring your ID as well.
2889	323	She called as well.
2890	323	He apologized as well.
2891	323	We’ll attend as well.
2892	323	The kids came as well.
2893	323	I was invited as well.
2894	324	She also joined the team.
2895	324	I also agree.
2896	324	He also tried.
2897	324	They also know the answer.
2898	324	She also mentioned it.
2899	324	I also think so.
2900	324	He also helped.
2901	324	We also learned a lot.
2902	324	The plan also failed.
2903	324	She also smiled.
2904	325	The flowers blossom in spring.
2905	325	Her talent began to blossom.
2906	325	The tree will blossom soon.
2907	325	Their friendship blossomed.
2908	325	The garden started to blossom.
2909	325	Ideas blossom with time.
2910	325	The plant failed to blossom.
2911	325	She watched the buds blossom.
2912	325	The business began to blossom.
2913	325	Hope blossomed again.
2914	326	It’s a shame you can’t come.
2915	326	She felt shame after lying.
2916	326	He spoke without shame.
2917	326	They experienced deep shame.
2918	326	It’s a real shame.
2919	326	She expressed shame.
2920	326	There is no shame in trying.
2921	326	He carried shame for years.
2922	326	The mistake caused shame.
2923	326	She hid her shame.
2924	327	Whose book is this?
2925	327	I know whose idea it was.
2926	327	Whose turn is it?
2927	327	She asked whose bag it was.
2928	327	Whose phone is ringing?
2929	327	They wondered whose fault it was.
2930	327	He forgot whose keys those were.
2931	327	Do you know whose car that is?
2932	327	She recognized whose voice it was.
2933	327	Whose name is on the list?
2934	328	She was among the best students.
2935	328	He felt comfortable among friends.
2936	328	The secret spread among the team.
2937	328	Trust is important among coworkers.
2938	328	The house is hidden among trees.
2939	328	They shared tasks among themselves.
2940	328	Peace exists among nations.
2941	328	He stood among the crowd.
2942	328	The prize was divided among winners.
2943	328	She walked among the guests.
2944	329	Although it was late, he stayed.
2945	329	She smiled although she was tired.
2946	329	Although it rained, they played.
2947	329	He agreed although he disagreed.
2948	329	Although small, it is powerful.
2949	329	She went out although sick.
2950	329	Although risky, it worked.
2951	329	He tried although afraid.
2952	329	Although expensive, it’s worth it.
2953	329	She helped although busy.
2954	330	Hunger affects millions worldwide.
2955	330	He felt hunger after work.
2956	330	The hunger was unbearable.
2957	330	Hunger drives survival.
2958	330	She fought hunger daily.
2959	330	Hunger can reduce focus.
2960	330	The child cried from hunger.
2961	330	Hunger leads to weakness.
2962	330	They donated to fight hunger.
2963	330	Hunger is a global issue.
2964	331	She made a swift decision.
2965	331	The response was swift.
2966	331	A swift action saved time.
2967	331	The bird is swift in flight.
2968	331	He moved with swift steps.
2969	331	The company took swift measures.
2970	331	A swift recovery followed.
2971	331	The river has a swift current.
2972	331	Swift changes surprised everyone.
2973	331	The police acted swift and firm.
2974	332	The view was stunning.
2975	332	She wore a stunning dress.
2976	332	The results were stunning.
2977	332	A stunning performance amazed us.
2978	332	The sunset looked stunning.
2979	332	He made a stunning comeback.
2980	332	The building is stunning.
2981	332	She received stunning news.
2982	332	The design is stunning.
2983	332	A stunning victory followed.
2984	333	Kids pretend to be superheroes.
2985	333	She pretended to listen.
2986	333	He pretends everything is fine.
2987	333	Don’t pretend you don’t know.
2988	333	They pretend to agree.
2989	333	She pretended to sleep.
2990	333	He pretends confidence.
2991	333	Let’s pretend it’s a game.
2992	333	The child pretended fear.
2993	333	She can’t pretend forever.
2996	230	The law forbids smoking here.
2997	230	They forbid entry after midnight.
2998	230	School rules forbid phones.
2999	230	The sign forbids parking.
3000	230	Parents forbid dangerous activities.
3001	230	The contract forbids sharing data.
3002	230	The policy forbids access.
3003	230	They forbid loud music.
3004	230	The company forbids disclosure.
3005	230	This rule forbids mistakes.
3006	221	I dream of traveling the world.
3007	221	She had a strange dream.
3008	221	He dreams about success.
3009	221	The child shared a dream.
3010	221	She followed her dream.
3011	221	I had a bad dream.
3012	221	They dream big.
3013	221	He dreams of freedom.
3014	221	The dream felt real.
3015	221	Never stop dreaming.
3016	219	They dig a hole in the yard.
3017	219	He dug the ground carefully.
3018	219	I don’t dig that idea.
3019	219	She digs old music.
3020	219	They dig for information.
3021	219	He dug too deep.
3022	219	The dog likes to dig.
3023	219	We dig into the problem.
3024	219	She dug up the past.
3025	219	I dig your style.
3026	220	She likes to draw animals.
3027	220	He drew a quick sketch.
3028	220	The game ended in a draw.
3029	220	The magnet draws metal.
3030	220	She draws attention easily.
3031	220	He drew the curtains.
3032	220	They draw conclusions.
3033	220	She drew a map.
3034	220	The artist draws daily.
3035	220	The match was a draw.
